SRC,TGT,Sign
5435,3513,1
5858,5768,1
414,4340,1
10466,7712,1
5765,6007,1
2185,5990,1
1009,1626,1
431,6739,1
733,17,1
1343,2879,1
4151,330,1
1006,1411,1
5913,4591,1
15,1122,1
640,3547,1
10314,5226,1
1936,4634,1
6731,6082,1
992,275,1
996,5382,1
8180,7145,1
3451,1775,1
3237,1765,1
8180,6673,1
4284,9027,1
10108,10299,1
5499,4117,1
8503,6235,1
1616,4298,1
4285,1936,1
5782,4329,1
2154,2491,1
86,2130,1
1108,1737,1
205,506,1
1464,1458,1
188,612,1
3287,4814,1
3317,2219,1
6028,10361,1
713,4300,1
1706,1673,1
8046,8068,1
872,1647,1
624,812,1
6096,7145,1
5772,49,1
5546,4814,1
355,4557,1
10367,5130,1
441,3009,1
3118,6362,1
102,4300,1
3345,1948,1
2545,613,1
431,7177,1
164,1682,1
6740,6130,1
1995,2563,1
3599,5512,1
6775,5829,1
2571,861,1
6309,3968,1
248,213,1
4207,2459,1
4902,4899,1
2368,4125,1
4109,2219,1
2878,2346,1
5771,7122,1
4370,5868,1
2840,11198,1
1485,3871,1
10969,6177,1
314,49,1
4341,346,1
5765,5654,1
8366,3933,1
4272,4794,1
3593,10133,1
1995,10169,1
2454,1446,1
881,3619,1
2188,8291,1
4030,1674,1
2119,301,1
4285,3472,1
7076,369,1
3909,2217,1
1100,190,1
523,263,1
3256,2465,1
4757,4867,1
899,5823,1
3009,1364,1
3236,9261,1
451,584,1
2210,4800,1
4619,8360,1
5937,5258,1
6179,5864,1
4117,306,1
4297,4981,1
6568,1257,1
2161,6758,1
5852,6242,1
5757,419,1
8109,5990,1
2394,8704,1
1392,1782,1
7532,8325,1
375,707,1
8254,8074,1
2184,344,1
4190,1343,1
1237,7702,1
2560,5857,1
1339,6616,1
8291,6074,1
169,147,1
4595,6815,1
5853,8483,1
2684,860,1
2941,3269,1
5751,5305,1
5826,3699,1
731,4588,1
8260,8014,1
4548,3809,1
447,5305,1
3002,2240,1
6108,6886,1
6566,589,1
8348,7827,1
951,3226,1
5037,4117,1
5422,5626,1
2130,1753,1
146,6307,1
5868,4681,1
4112,1179,1
2169,10046,1
2191,6676,1
186,506,1
1699,4682,1
2210,7821,1
3402,2879,1
8022,5591,1
3141,3501,1
2209,2410,1
10033,5097,1
959,161,1
8609,9514,1
177,2488,1
7068,10168,1
207,2444,1
2392,4446,1
3113,1440,1
6341,3547,1
1124,547,1
10038,8052,1
64,734,1
4172,3056,1
3236,6974,1
711,5889,1
2392,5868,1
1465,153,1
523,2006,1
2238,1470,1
221,1218,1
1820,930,1
8785,5853,1
4311,4112,1
2817,11,1
1424,313,1
538,872,1
3224,3294,1
1553,7827,1
4150,330,1
8013,8051,1
2436,4055,1
5921,6974,1
2381,1747,1
8057,6084,1
1836,7402,1
94,1999,1
825,1501,1
270,2676,1
10748,8276,1
7659,8051,1
958,578,1
206,3090,1
1977,5828,1
207,8190,1
2229,2410,1
2422,2897,1
860,7700,1
3757,2980,1
50,195,1
812,10998,1
5623,6223,1
2113,58,1
38,1154,1
7634,6177,1
195,3417,1
1878,257,1
1834,7230,1
6056,8403,1
5889,7182,1
1987,3509,1
453,5772,1
2013,613,1
8052,7197,1
2116,122,1
2413,8215,1
6056,6133,1
2106,1227,1
1158,1643,1
10201,8526,1
1734,2119,1
284,7212,1
751,2222,1
106,4251,1
284,10066,1
1486,805,1
87,7360,1
1430,2119,1
7044,5161,1
301,2339,1
999,902,1
15,2977,1
1657,747,1
4237,4584,1
6009,1094,1
8439,11208,1
8020,10301,1
2560,509,1
8266,3372,1
4365,8428,1
128,602,1
4748,5470,1
2172,6264,1
999,3391,1
2629,8308,1
8962,7565,1
2603,1544,1
157,602,1
7651,10130,1
406,762,1
447,6022,1
6744,8002,1
859,2454,1
5266,3413,1
4609,1729,1
10041,2214,1
8254,10171,1
3093,1674,1
8579,6116,1
7630,1570,1
44,6621,1
42,1760,1
3024,221,1
1507,1274,1
278,3610,1
4991,8267,1
354,288,1
1182,7137,1
9584,110,1
4973,10333,1
38,3030,1
2188,6930,1
2123,6056,1
4619,4385,1
864,602,1
7454,4801,1
6481,126,1
1856,8002,1
19,1508,1
821,958,1
5937,6188,1
1586,294,1
7658,6333,1
183,328,1
4412,4581,1
3451,7712,1
6035,347,1
7651,10964,1
1095,8626,1
2998,2991,1
98,9681,1
6085,1879,1
3618,8483,1
102,6302,1
6776,5153,1
347,7543,1
3438,259,1
4132,4271,1
2701,4270,1
7708,8730,1
4194,4647,1
4875,6055,1
8052,7712,1
3026,3484,1
5063,5772,1
8183,8354,1
421,2879,1
7663,2172,1
75,136,1
1737,1364,1
3596,61,1
8197,6740,1
2130,1834,1
1023,2214,1
453,4142,1
202,4765,1
4172,1948,1
195,3487,1
846,66,1
6729,2051,1
9124,3786,1
6100,3122,1
7651,5226,1
5768,585,1
4686,140,1
563,7074,1
2395,5644,1
2878,468,1
866,805,1
10051,8982,1
7128,2853,1
2188,2835,1
50,1027,1
2459,2140,1
7324,665,1
8029,5262,1
3378,4377,1
4606,2252,1
891,2518,1
2437,9741,1
343,1444,1
10048,4462,1
2577,2835,1
3851,2172,1
186,4,1
5786,2084,1
330,96,1
3931,3703,1
8215,8351,1
5827,5512,1
2222,4279,1
5126,6103,1
3857,6400,1
3393,1753,1
195,6869,1
86,5034,1
68,2243,1
9141,2217,1
292,2565,1
8190,8351,1
1428,441,1
10048,1124,1
4107,1484,1
4184,3216,1
5780,4485,1
7457,5305,1
2138,2304,1
1370,1597,1
780,8730,1
262,1517,1
3208,202,1
1132,11,1
207,1736,1
3524,775,1
3236,6060,1
2244,3503,1
1702,829,1
6202,6230,1
3005,3648,1
3262,3253,1
161,1154,1
322,2304,1
577,2155,1
1009,1826,1
3706,6333,1
1563,153,1
187,1122,1
7664,5654,1
6001,9492,1
7640,5532,1
5168,825,1
793,2943,1
4454,2926,1
8261,10046,1
2935,2084,1
2604,753,1
3759,9681,1
5168,2623,1
431,8474,1
588,3683,1
4312,6801,1
281,113,1
761,5667,1
1995,3084,1
3236,11179,1
10240,10157,1
7336,10083,1
5966,4128,1
113,313,1
184,416,1
2916,2817,1
3134,6022,1
207,805,1
8064,8699,1
4688,3122,1
4287,2999,1
520,5585,1
814,7336,1
3337,1987,1
5618,7960,1
2304,1223,1
1442,4249,1
4790,1803,1
6727,2210,1
2381,711,1
4247,4466,1
5981,7164,1
32,332,1
10947,11132,1
98,7702,1
1481,279,1
4589,648,1
4139,815,1
1013,2120,1
8023,8833,1
6851,5981,1
10264,5954,1
5847,8022,1
3236,10482,1
32,2926,1
2123,11096,1
3293,3472,1
6389,799,1
4609,32,1
8029,10301,1
68,2245,1
3051,4969,1
5833,5982,1
3102,126,1
4286,1412,1
9005,8361,1
815,1275,1
98,4064,1
2480,330,1
10996,7062,1
98,3472,1
1595,1874,1
407,318,1
1680,8074,1
344,2084,1
8011,3625,1
7455,6728,1
8296,1063,1
94,196,1
6352,8426,1
947,2527,1
8758,402,1
10294,11090,1
4108,5532,1
6198,8067,1
1797,1339,1
10240,10964,1
4960,3369,1
3943,2051,1
8356,4875,1
384,240,1
6739,6440,1
520,4459,1
2533,3035,1
2604,8321,1
4112,102,1
1563,3581,1
584,3213,1
8094,5921,1
4685,5241,1
8421,4398,1
539,650,1
951,3501,1
2395,6261,1
2209,2065,1
4991,2552,1
2272,1364,1
523,8351,1
6137,6692,1
1645,2482,1
195,206,1
1706,1904,1
5780,3154,1
2140,443,1
5158,4931,1
7639,10851,1
374,3699,1
7640,4219,1
5258,4855,1
1799,1977,1
2467,4311,1
6100,4600,1
3871,2527,1
1781,309,1
4609,773,1
3706,4590,1
3005,4550,1
5764,330,1
146,5861,1
3327,3288,1
5808,6047,1
8040,7874,1
2499,6085,1
1650,289,1
4132,3578,1
86,405,1
4341,2926,1
8465,10033,1
1872,44,1
3236,9680,1
1552,1547,1
2969,2229,1
6043,4125,1
3393,3336,1
8220,6233,1
5895,4393,1
2085,3592,1
10947,11231,1
2775,812,1
8676,3442,1
5218,2422,1
4261,2597,1
4336,4765,1
2103,2140,1
860,5829,1
8180,860,1
5422,589,1
8002,10195,1
8627,3637,1
2191,2454,1
7453,8507,1
6337,6766,1
2681,2106,1
2121,202,1
15,3243,1
8439,6220,1
7702,8002,1
10294,1549,1
2491,139,1
207,583,1
301,1730,1
2604,6198,1
7456,6338,1
8515,5958,1
8069,7874,1
318,1640,1
9252,6886,1
608,1302,1
5780,2340,1
6822,6723,1
5437,10027,1
1322,96,1
583,6047,1
4267,7538,1
6531,4543,1
438,884,1
815,3951,1
166,240,1
114,350,1
6220,1549,1
4688,4861,1
1124,5097,1
6568,10303,1
4528,3355,1
4976,2850,1
5757,4148,1
6096,2217,1
2123,6307,1
207,2172,1
1812,1805,1
358,3957,1
2430,933,1
8235,6790,1
4251,344,1
4771,418,1
1032,5937,1
1454,6125,1
493,4305,1
2111,1538,1
2459,5510,1
738,157,1
3260,3504,1
420,4230,1
4773,2482,1
322,2789,1
6069,10261,1
3396,4335,1
7048,8492,1
7737,11202,1
2028,4947,1
2571,5122,1
202,4832,1
3506,9720,1
2240,726,1
8154,6338,1
3921,3698,1
6227,4312,1
7711,4360,1
1872,7152,1
9307,6188,1
2253,2963,1
1464,1495,1
2069,192,1
219,631,1
676,2428,1
636,3598,1
221,2410,1
8018,8265,1
4247,5573,1
814,7074,1
4201,2134,1
2943,4488,1
3451,10403,1
206,416,1
4113,442,1
9177,8623,1
3256,97,1
103,257,1
209,1458,1
261,1443,1
5621,5568,1
2415,1399,1
1643,1878,1
1856,2915,1
77,606,1
2210,8891,1
1834,882,1
4161,5937,1
7360,3084,1
294,829,1
3196,3391,1
4351,2524,1
8379,9918,1
10383,6129,1
8261,2252,1
5871,3538,1
6056,7828,1
584,2653,1
6156,2711,1
6230,3871,1
4800,347,1
3236,10186,1
5826,4600,1
3088,1703,1
571,1508,1
2240,58,1
46,599,1
571,348,1
4137,22,1
278,580,1
3493,3222,1
334,443,1
6749,447,1
584,3486,1
583,6669,1
8183,8044,1
4946,6702,1
6088,7175,1
3329,762,1
6338,3697,1
8044,11204,1
5893,196,1
98,10405,1
3451,10061,1
77,328,1
1549,10291,1
4142,4739,1
6574,6636,1
1287,3294,1
4235,6302,1
4697,3208,1
493,2155,1
1124,2169,1
7564,4931,1
799,222,1
2459,4106,1
2571,3904,1
3706,8360,1
6352,1729,1
5251,3413,1
4793,3523,1
10040,3987,1
284,10289,1
814,1780,1
5858,140,1
10185,10974,1
10083,11138,1
664,376,1
5771,6242,1
3006,151,1
1224,3065,1
4117,2577,1
6744,2853,1
6090,5420,1
4277,3247,1
1872,1803,1
538,578,1
4348,589,1
2543,259,1
34,2,1
5542,8615,1
3697,6116,1
273,94,1
314,2104,1
373,1364,1
6152,5829,1
2488,2208,1
747,13,1
3436,7121,1
5893,665,1
2123,5775,1
1729,6246,1
2916,269,1
3954,5842,1
1523,9154,1
1674,2571,1
207,697,1
6434,1753,1
2623,5893,1
7711,8730,1
2701,2925,1
44,1339,1
8488,5829,1
263,213,1
4448,5510,1
10276,6479,1
4464,2577,1
4522,1716,1
3487,3484,1
4141,4338,1
343,1547,1
3236,1006,1
4123,309,1
2623,4947,1
339,110,1
3183,4132,1
3535,4647,1
5853,1474,1
1785,612,1
1547,1598,1
2104,815,1
512,528,1
4359,2084,1
584,50,1
8962,11117,1
1553,1879,1
829,809,1
2991,2977,1
2527,2997,1
1977,8386,1
1731,441,1
2454,4662,1
3355,346,1
780,9029,1
343,2789,1
214,3120,1
4174,2121,1
8011,2365,1
1224,4466,1
847,2817,1
3006,2529,1
6365,5904,1
6346,6130,1
5893,4331,1
5833,697,1
413,187,1
230,7626,1
4926,2459,1
7711,5853,1
372,139,1
5807,4687,1
692,807,1
3706,3858,1
2700,252,1
6989,7039,1
7086,9450,1
6472,7358,1
6699,6479,1
7825,4377,1
245,213,1
8251,2456,1
2560,229,1
222,4882,1
814,1704,1
6007,9010,1
6737,9408,1
8515,8030,1
829,2154,1
1087,5382,1
3170,349,1
8556,7325,1
44,3472,1
2188,4466,1
4207,4417,1
10041,8077,1
230,1640,1
601,1151,1
2385,1148,1
1338,7821,1
4136,563,1
6867,8428,1
5938,6173,1
10532,7454,1
5871,7388,1
4985,32,1
8373,8302,1
6262,2101,1
965,848,1
5546,6188,1
1124,448,1
884,1476,1
5126,4335,1
2418,5122,1
6378,5512,1
5991,775,1
2192,1399,1
3524,5621,1
9072,10905,1
7630,7565,1
6000,1325,1
4564,5982,1
8004,10244,1
6043,195,1
5829,8031,1
1202,1420,1
270,2653,1
3097,227,1
4480,6055,1
4583,4588,1
554,2859,1
2391,549,1
1460,1874,1
8018,1995,1
467,6749,1
8117,1680,1
5985,4793,1
8216,2500,1
5636,2391,1
408,599,1
80,221,1
4331,9189,1
7640,7633,1
165,573,1
1553,10836,1
1425,531,1
307,4647,1
28,1805,1
1766,5826,1
5476,4253,1
114,629,1
2977,189,1
221,405,1
2101,5421,1
4019,3576,1
3183,3871,1
1834,6203,1
407,4139,1
648,6135,1
5775,4148,1
814,10333,1
1182,7521,1
10046,3970,1
9022,6235,1
1790,872,1
1297,965,1
262,2817,1
309,1643,1
103,1643,1
1533,441,1
8439,11092,1
8982,8834,1
3742,10681,1
1875,288,1
317,829,1
8044,10903,1
7831,7761,1
3374,5758,1
9140,4634,1
4113,4544,1
8023,8610,1
144,112,1
485,6173,1
6246,5305,1
7634,110,1
1856,6035,1
7358,4204,1
7647,8036,1
8391,8197,1
2257,4088,1
98,4591,1
227,872,1
10544,9623,1
8035,8002,1
2163,553,1
556,963,1
10457,5371,1
5784,1224,1
1713,3157,1
4609,8345,1
6007,10116,1
4155,3056,1
3342,10083,1
2455,59,1
4291,2219,1
4245,2234,1
7999,8365,1
6007,3513,1
775,7039,1
105,576,1
2167,3619,1
3336,6440,1
3302,7512,1
3194,3050,1
3809,399,1
862,3096,1
8199,6338,1
1674,140,1
1736,1516,1
10099,10213,1
8302,8267,1
2188,6828,1
42,506,1
4331,3943,1
6730,8067,1
1343,3157,1
252,549,1
105,101,1
8302,6772,1
1266,2454,1
6297,5012,1
6745,2548,1
2082,641,1
4214,2422,1
344,2676,1
636,6751,1
7091,1498,1
10918,9741,1
10385,6893,1
3042,2121,1
5618,6601,1
7976,5895,1
6011,4855,1
1182,6995,1
10084,8624,1
421,775,1
89,376,1
7073,6766,1
1838,7893,1
6152,10608,1
3633,4682,1
4348,7009,1
4114,4697,1
8023,9933,1
10148,626,1
103,388,1
87,7122,1
4115,10490,1
399,2328,1
2219,2240,1
5382,430,1
7383,773,1
10146,8159,1
3336,2548,1
7464,9976,1
862,161,1
3618,2082,1
4251,7029,1
1006,768,1
10130,5226,1
4348,5864,1
4649,346,1
2424,4296,1
5853,6015,1
8890,4365,1
1766,1954,1
2926,5168,1
215,6,1
2101,3082,1
4773,4688,1
5853,5775,1
6425,369,1
8087,9074,1
343,1702,1
7985,6790,1
447,2109,1
8266,7324,1
7634,655,1
1570,5636,1
7827,7821,1
7792,8103,1
413,3246,1
3796,1565,1
3345,3184,1
899,7039,1
599,506,1
297,6836,1
3931,4374,1
6835,1485,1
8373,6563,1
420,1421,1
1145,1583,1
6729,5498,1
1597,3598,1
1395,1015,1
2123,8030,1
1797,6888,1
8152,2701,1
4331,5086,1
2772,566,1
2480,585,1
8978,6511,1
10098,10083,1
1067,1598,1
3597,3090,1
7253,1549,1
10189,10976,1
7994,7926,1
4606,1006,1
2130,566,1
447,2600,1
4194,2525,1
41,827,1
446,240,1
1904,902,1
1516,2229,1
10791,8109,1
10321,6362,1
1085,3508,1
8265,7761,1
61,66,1
2189,2565,1
4338,97,1
1836,2884,1
465,1182,1
812,5570,1
10807,766,1
339,602,1
523,10905,1
2999,2465,1
32,1154,1
7664,8340,1
2140,1470,1
655,656,1
10076,10792,1
3868,239,1
4114,7426,1
1563,5837,1
281,328,1
2577,2266,1
83,945,1
4154,9253,1
4523,2084,1
28,1631,1
1901,2188,1
3599,8596,1
2158,2491,1
8438,6004,1
3527,103,1
6647,9260,1
3857,5372,1
4167,1136,1
2104,1364,1
2775,1643,1
6911,10363,1
2169,1123,1
8271,10400,1
499,269,1
8018,9033,1
5089,2529,1
430,601,1
4404,4190,1
867,3672,1
985,3736,1
4121,5092,1
2856,930,1
4823,2219,1
584,4697,1
4736,5926,1
8622,3698,1
3275,2386,1
562,1359,1
8265,6472,1
227,831,1
3293,2288,1
6886,10088,1
276,8051,1
4669,4329,1
6728,8067,1
507,1046,1
221,3361,1
5847,3088,1
278,313,1
6409,1899,1
6671,10534,1
5859,8280,1
561,438,1
5855,1063,1
2163,2261,1
3236,10958,1
4144,4125,1
4348,7402,1
2134,6318,1
6910,6173,1
75,7223,1
5847,2915,1
8004,3699,1
5889,1766,1
1101,8696,1
441,237,1
1825,1805,1
10094,11023,1
202,1399,1
751,1223,1
209,168,1
1784,566,1
7998,5621,1
8008,3851,1
2934,3095,1
451,1874,1
4348,2340,1
1085,61,1
1124,1879,1
2982,5981,1
359,416,1
2209,3677,1
3051,399,1
4241,4524,1
899,2029,1
7313,5258,1
5790,6261,1
8379,2051,1
6009,146,1
6335,8050,1
2276,1470,1
1075,2828,1
3069,4005,1
2313,6815,1
693,5551,1
4991,1115,1
6406,11176,1
8031,2365,1
10153,8038,1
44,2154,1
3523,4867,1
3313,588,1
8219,3683,1
265,1206,1
4039,3188,1
2454,6223,1
8489,3706,1
3363,815,1
38,3284,1
2627,2208,1
1516,399,1
8087,9434,1
5782,1367,1
1948,4117,1
8109,7664,1
1315,1597,1
2244,1359,1
2437,3053,1
372,5531,1
8128,860,1
8103,6188,1
98,8414,1
148,135,1
1872,7819,1
4329,4136,1
3706,9501,1
814,5826,1
724,346,1
28,2250,1
5153,1094,1
10851,2499,1
8942,4581,1
10048,7068,1
210,4404,1
407,603,1
281,4312,1
9101,3909,1
5913,4773,1
110,5258,1
509,5851,1
8562,8626,1
2166,8051,1
8103,9264,1
11116,10750,1
188,348,1
6586,3159,1
350,527,1
2080,10767,1
1486,1001,1
3193,263,1
860,8501,1
2454,6429,1
2134,3841,1
4917,871,1
1063,958,1
6527,10171,1
5847,5767,1
2700,3096,1
3153,4407,1
7306,5546,1
520,4270,1
1834,3213,1
4382,4459,1
815,3222,1
91,2997,1
1440,1874,1
1803,6935,1
899,7712,1
207,8486,1
6704,5346,1
7629,7626,1
3313,8361,1
2399,2208,1
899,3619,1
4338,4117,1
4746,2084,1
1746,5551,1
1737,5755,1
3544,332,1
7141,3523,1
419,694,1
4031,2980,1
10041,10040,1
5420,5681,1
1549,4076,1
2123,8056,1
4115,10289,1
6752,9333,1
8149,5850,1
5570,10186,1
2676,1643,1
8180,8182,1
7076,4412,1
5883,6077,1
1605,4260,1
1834,4326,1
896,566,1
5853,4360,1
5356,5355,1
6120,6195,1
5862,5943,1
2123,154,1
5401,7454,1
1820,3871,1
167,3082,1
54,416,1
195,2878,1
207,7470,1
5789,5785,1
6002,5998,1
6820,9000,1
5772,1736,1
10357,1454,1
1415,269,1
4528,7660,1
6287,4374,1
292,69,1
1861,405,1
4228,4226,1
4348,5258,1
10363,4634,1
6095,5161,1
5941,5512,1
146,3540,1
5881,3968,1
2210,5656,1
218,576,1
612,1565,1
350,286,1
10332,10069,1
4398,1896,1
4370,10301,1
8248,10149,1
215,1122,1
6340,6030,1
307,812,1
421,2011,1
2706,7792,1
5636,1628,1
7777,773,1
3764,2897,1
80,809,1
2391,6902,1
86,2188,1
3086,965,1
2339,1315,1
3489,5221,1
1721,441,1
8540,5141,1
829,157,1
2566,1367,1
4312,4271,1
1474,1765,1
3169,2208,1
8086,1765,1
2764,2224,1
3236,1775,1
94,566,1
8088,8702,1
10954,11184,1
3706,8414,1
10333,3342,1
8254,10864,1
520,3129,1
4931,6173,1
577,3336,1
22,832,1
3237,6135,1
9281,10118,1
3367,1780,1
2899,3355,1
5630,6723,1
10086,10098,1
3141,8611,1
421,6131,1
636,196,1
196,192,1
4132,4404,1
1013,588,1
20,517,1
8018,4398,1
3098,3090,1
2188,9523,1
125,882,1
4594,6261,1
6730,1123,1
1297,153,1
202,2764,1
4030,2130,1
6739,4997,1
523,814,1
4147,5904,1
1872,4415,1
6060,7336,1
8194,8414,1
5766,10897,1
2721,1098,1
5921,4260,1
967,963,1
1411,2423,1
3882,163,1
3089,812,1
1420,2690,1
622,37,1
2560,8426,1
8002,6911,1
523,5896,1
567,190,1
5305,5302,1
5853,589,1
2427,4670,1
4336,4590,1
4247,5092,1
6079,3337,1
68,963,1
71,706,1
2253,3598,1
4155,5644,1
648,6239,1
5784,5785,1
4519,7297,1
8002,8386,1
899,3288,1
102,2418,1
2454,2642,1
584,2121,1
2399,66,1
2934,4055,1
2571,5551,1
2184,7074,1
7795,3436,1
5618,5985,1
2188,4557,1
1234,1230,1
4491,6491,1
10979,10398,1
6740,5826,1
6929,6231,1
2571,6249,1
5173,8498,1
3033,8074,1
420,2454,1
484,157,1
1628,4931,1
1373,1805,1
189,2297,1
1127,4669,1
2188,5241,1
360,136,1
1514,3493,1
106,4524,1
221,166,1
1411,4112,1
38,2565,1
6022,773,1
5938,6068,1
1772,2191,1
1735,1663,1
867,3598,1
1411,1364,1
1226,1598,1
371,94,1
5752,4639,1
8434,9194,1
9843,2376,1
122,3677,1
6117,1338,1
8613,3637,1
3991,126,1
5853,2925,1
2152,5119,1
6740,8006,1
23,5829,1
8696,6574,1
146,12,1
2377,3246,1
2409,8051,1
5851,4839,1
4191,5781,1
5826,6971,1
4107,2943,1
5757,1746,1
441,288,1
2700,4138,1
68,1041,1
3518,94,1
3188,2234,1
1936,3336,1
5937,4757,1
711,5893,1
4115,1124,1
5627,6200,1
2525,259,1
5874,3554,1
3236,8403,1
5809,86,1
183,4204,1
1132,1555,1
3401,4385,1
1894,94,1
6229,10830,1
209,499,1
29,400,1
1124,8020,1
553,734,1
7064,539,1
2706,5826,1
6198,5654,1
3236,3513,1
5785,1952,1
8180,8821,1
4681,5826,1
3970,2859,1
4172,91,1
459,838,1
4247,4359,1
4114,6957,1
1028,168,1
523,4442,1
519,1483,1
5108,902,1
580,263,1
5762,6193,1
2436,189,1
3247,985,1
4462,8400,1
6444,6669,1
6336,3084,1
969,1619,1
618,506,1
636,4598,1
3102,3138,1
4150,4142,1
106,4445,1
6183,4985,1
7652,10851,1
4154,618,1
4114,4291,1
102,4117,1
4285,6367,1
139,1274,1
2148,5874,1
1810,1136,1
8057,6188,1
2406,588,1
8262,8683,1
344,1563,1
1470,1889,1
2935,2991,1
2345,2109,1
94,1780,1
5152,5857,1
5551,5161,1
5833,4204,1
2850,539,1
18,576,1
2532,9075,1
4656,4125,1
1932,4861,1
4606,8073,1
7076,8340,1
3402,1272,1
8050,10476,1
1634,443,1
2973,1538,1
1444,1020,1
2998,4019,1
34,328,1
6129,4773,1
3545,66,1
10083,11132,1
2041,1904,1
102,237,1
809,2491,1
3033,1765,1
4567,5532,1
8266,8014,1
5853,799,1
9574,4814,1
7994,3372,1
3302,3513,1
80,328,1
2700,4114,1
209,4543,1
6723,6161,1
4435,2759,1
4285,6688,1
899,7360,1
223,807,1
32,8151,1
2176,38,1
3033,3904,1
5857,343,1
2124,1596,1
4030,6577,1
80,136,1
7827,8949,1
3240,3226,1
2454,4340,1
8046,7576,1
6482,5907,1
1766,6493,1
1544,301,1
4541,2418,1
2421,2971,1
4125,3576,1
413,6671,1
6016,6616,1
2244,2817,1
7456,2496,1
509,5567,1
10700,8046,1
50,1484,1
62,546,1
7659,6074,1
1401,1486,1
3396,465,1
5824,1202,1
318,348,1
8251,8403,1
2706,4128,1
4331,626,1
11140,11204,1
8398,6633,1
6731,1766,1
413,9408,1
1288,405,1
4370,10601,1
7630,11012,1
5401,8049,1
584,853,1
1415,1583,1
2270,4767,1
1995,1094,1
6056,229,1
265,2551,1
4689,2597,1
4946,2395,1
5792,5926,1
5861,467,1
407,4931,1
5636,5837,1
2011,4442,1
6185,6200,1
32,2297,1
6657,3852,1
8109,2217,1
1803,3264,1
2746,9010,1
1880,1598,1
354,318,1
75,135,1
5621,6015,1
4882,4125,1
815,1944,1
2222,414,1
459,221,1
453,112,1
6735,7325,1
10234,10049,1
5857,6074,1
10351,8511,1
203,1007,1
3567,423,1
10346,7336,1
6129,8833,1
7158,4855,1
8235,814,1
1686,568,1
3863,1191,1
2668,3011,1
9252,8360,1
206,2196,1
1006,1046,1
6129,9072,1
3610,1782,1
222,3361,1
344,2340,1
6415,7213,1
6499,3487,1
8018,3311,1
183,313,1
5094,2529,1
1704,360,1
2415,2902,1
5853,8619,1
3909,2496,1
10504,10129,1
73,9680,1
1182,5627,1
2400,5969,1
4847,4326,1
8297,1737,1
3106,1703,1
8429,5847,1
6737,9295,1
1094,5512,1
7885,6465,1
421,227,1
7456,3056,1
3697,8000,1
1343,4303,1
10083,3599,1
77,6,1
1304,6029,1
1712,1132,1
603,573,1
2082,6172,1
6293,5829,1
4245,8583,1
3457,4115,1
2013,257,1
687,1600,1
3486,3484,1
1553,9923,1
859,1597,1
3518,1210,1
8482,10173,1
899,2841,1
2991,4228,1
6614,8507,1
49,917,1
3863,1033,1
3576,5438,1
8636,5921,1
3036,2835,1
189,288,1
2130,1343,1
5086,2548,1
6016,714,1
209,282,1
1347,1126,1
8036,6744,1
10943,1553,1
3208,1053,1
859,1154,1
5042,4567,1
3675,6103,1
902,600,1
2468,1338,1
3406,8483,1
257,2454,1
5551,3145,1
347,3003,1
329,528,1
221,238,1
50,354,1
2041,4768,1
5179,1053,1
220,3096,1
711,1977,1
3015,2764,1
8424,9194,1
2169,8144,1
2982,4235,1
7702,9210,1
4060,6233,1
8465,3192,1
1990,370,1
983,982,1
773,6035,1
1703,1702,1
206,1496,1
1167,328,1
2454,6080,1
4152,4249,1
5422,5548,1
4936,15,1
2140,1218,1
407,2597,1
8683,10069,1
612,1443,1
2257,4207,1
4551,5772,1
2188,2222,1
5853,5568,1
6717,5578,1
4700,902,1
344,6120,1
2227,2250,1
2668,681,1
1741,5829,1
5829,8321,1
8298,10930,1
974,2277,1
2312,6252,1
5843,1823,1
284,8041,1
365,1009,1
3396,2570,1
5785,697,1
5621,5864,1
1485,4265,1
7644,11121,1
455,465,1
7792,6766,1
8235,3372,1
2123,3486,1
2080,10397,1
4553,325,1
10934,9995,1
5788,4527,1
2155,312,1
289,5823,1
6335,10213,1
6104,3118,1
10947,3375,1
3313,4349,1
4348,6727,1
694,6590,1
209,112,1
3315,4496,1
2554,2339,1
3367,8498,1
5618,714,1
102,2700,1
8071,9147,1
9690,5512,1
1867,405,1
10860,11076,1
80,884,1
3236,5568,1
22,6,1
3033,604,1
7039,6766,1
5780,1339,1
195,373,1
3352,297,1
86,933,1
4499,297,1
4115,8366,1
523,7121,1
53,12,1
1566,1547,1
604,8277,1
562,400,1
8430,8426,1
126,4931,1
1530,94,1
413,6130,1
3540,66,1
2210,9523,1
263,2997,1
7857,7009,1
636,4905,1
1405,1760,1
636,2642,1
3703,5578,1
8269,8018,1
7092,7091,1
509,6307,1
6337,6135,1
5772,5573,1
3050,580,1
1879,2252,1
8018,8426,1
7358,8423,1
2138,4442,1
1746,10681,1
284,3949,1
3374,4204,1
6734,1737,1
814,6389,1
10240,6060,1
6005,6007,1
8021,1780,1
2178,2173,1
5302,44,1
2817,389,1
2422,1315,1
2878,7521,1
6083,3122,1
2406,176,1
6911,1006,1
1158,166,1
6016,1367,1
5774,7263,1
2206,3118,1
2381,32,1
6303,8403,1
2623,1275,1
8373,8294,1
2966,1591,1
5618,4531,1
2424,1224,1
5787,195,1
9075,5849,1
2436,5357,1
4331,3355,1
4799,4132,1
5152,1484,1
4412,8202,1
1108,1133,1
5772,714,1
8373,8840,1
3100,3003,1
2374,812,1
